sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n
1.23,-1,-1,1,0.0,-29920.98601401359,0.0,-0.00029920986014013586,5.213542939823148e+23,0.0,6.619808238066982e+23,2.6111420709535497e+22,521354293982.3148,0.0,1320055511910.893,26111420709.535503,0.0,0.0,1129065081148.4805,0.0,0.0,0.0,0.0,0.0,521354293982.3133,0.0,262156751705.02853,26111420709.53547,0.0,0.0,-71166320942.61736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3350622.928588653,5.567227855020262e-58,1130514077702.4597,7870497.897622676,0.0,0.0,0.0,0.0,55789823.0982723,9.269845030169451e-57,1127718538227.0383,234496.22483930096,0.0,0.0,0.0,0.0,521402021374.332,45012376.1287289,262156766977.0365,26114961365.166252,0.0,0.0,0.0,0.0,0.0,0.0,2012628435499158.0,0.0,0.0,0.0,4013.380998608889,0.0,0.0,0.0,-1129065081148.4805,0.0,0.0,0.0,1127184354380.8228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71166320942.61736,0.0,0.0,0.0,-69285590161.57901,0.0,-29920.986014012604,-2.524354896707238e-18,-0.000299209860140126,-2.5243548967072378e-26,5.213542939823148e+23,0.0,6.619808258193269e+23,2.6111420709535497e+22,521354293982.3148,0.0,1320055515924.2747,26111420709.535503,0.0,0.0,0.0,0.0,0.0,0.0,1127184354380.8228,0.0,521354293982.3133,0.0,262156751705.02853,26111420709.53547,0.0,0.0,0.0,0.0,0.0,0.0,-69285590161.57901,0.0
1.26,-1,-1,1,0.0,-29888.683691964703,0.0,-0.00029888683691964697,5.213542781614568e+23,0.0,6.609697727127735e+23,2.611142067373022e+22,521354278161.45685,0.0,1318039375610.0198,26111420673.730225,0.0,0.0,1129057872272.4224,0.0,0.0,0.0,0.0,0.0,521354278161.4553,0.0,262156750330.20807,26111420673.730175,0.0,0.0,-73175246992.60889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3334420.938729283,5.540312055971811e-58,1130548105283.8948,7870152.131609459,0.0,0.0,0.0,0.0,55806024.18384631,9.272536610247023e-57,1127684367272.297,234447.6335901978,0.0,0.0,0.0,0.0,521402021374.33185,45012376.12872891,262156766977.0359,26114961365.166153,0.0,0.0,0.0,0.0,0.0,0.0,1634204561045946.5,0.0,0.0,0.0,3258.7662071440136,0.0,0.0,0.0,-1129057872272.4224,0.0,0.0,0.0,1127133458713.6914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73175246992.60889,0.0,0.0,0.0,-71250830175.1126,0.0,-29888.683691963633,-5.048709793414476e-18,-0.0002988868369196363,-5.0487097934144756e-26,5.213542781614568e+23,0.0,6.609697743469786e+23,2.611142067373022e+22,521354278161.45685,0.0,1318039378868.787,26111420673.730225,0.0,0.0,0.0,0.0,0.0,0.0,1127133458713.6914,0.0,521354278161.4553,0.0,262156750330.20807,26111420673.730175,0.0,0.0,0.0,0.0,0.0,0.0,-71250830175.1126,0.0
1.29,-1,-1,1,0.0,-29852.878916946796,0.0,-0.0002985287891694679,5.2135426203418346e+23,0.0,6.598490953599514e+23,2.611142063432622e+22,521354262034.1835,0.0,1315804633660.609,26111420634.326225,0.0,0.0,1129046443148.5042,0.0,0.0,0.0,0.0,0.0,521354262034.18225,0.0,262156748700.0944,26111420634.326183,0.0,0.0,-75398558187.99042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3318210.4228322706,5.5133826276012234e-58,1130582311459.3247,7869809.090622328,0.0,0.0,0.0,0.0,55822233.79441943,9.275229553256892e-57,1127650013416.1592,234394.22632031993,0.0,0.0,0.0,0.0,521402021374.332,45012376.128728874,262156766977.03656,26114961365.166237,0.0,0.0,0.0,0.0,0.0,0.0,1272443112394100.5,0.0,0.0,0.0,2537.3779476720374,0.0,0.0,0.0,-1129046443148.5042,0.0,0.0,0.0,1127080535236.5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75398558187.99042,0.0,0.0,0.0,-73432647738.67094,0.0,-29852.87891694576,-5.048709793414476e-18,-0.00029852878916945754,-5.0487097934144756e-26,5.2135426203418346e+23,0.0,6.598490966323947e+23,2.611142063432622e+22,521354262034.1835,0.0,1315804636197.987,26111420634.326225,0.0,0.0,0.0,0.0,0.0,0.0,1127080535236.5627,0.0,521354262034.18225,0.0,262156748700.0944,26111420634.326183,0.0,0.0,0.0,0.0,0.0,0.0,-73432647738.67094,0.0
1.3199999999999998,-1,-1,1,0.0,-29812.86571715453,0.0,-0.00029812865717154525,5.213542455615584e+23,0.0,6.585966949239508e+23,2.611142058998238e+22,521354245561.5584,0.0,1313307222800.3435,26111420589.982388,0.0,0.0,1129029836176.5022,0.0,0.0,0.0,0.0,0.0,521354245561.5571,0.0,262156746741.60474,26111420589.982346,0.0,0.0,-77879360117.76361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3302007.722534967,5.486466758552542e-58,1130616623066.2825,7869471.57103948,0.0,0.0,0.0,0.0,55838435.58926743,9.277921140334496e-57,1127615550092.1296,234334.04520481318,0.0,0.0,0.0,0.0,521402021374.33234,45012376.128728904,262156766977.03668,26114961365.166267,0.0,0.0,0.0,0.0,0.0,0.0,931320191033118.1,0.0,0.0,0.0,1857.1449614772573,0.0,0.0,0.0,-1129029836176.5022,0.0,0.0,0.0,1127025284563.4607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77879360117.76361,0.0,0.0,0.0,-75874806647.57722,0.0,-29812.865717153425,-7.573064690121715e-18,-0.0002981286571715342,-7.573064690121713e-26,5.213542455615584e+23,0.0,6.585966958552706e+23,2.611142058998238e+22,521354245561.5584,0.0,1313307224657.4878,26111420589.982388,0.0,0.0,0.0,0.0,0.0,0.0,1127025284563.4607,0.0,521354245561.5571,0.0,262156746741.60474,26111420589.982346,0.0,0.0,0.0,0.0,0.0,0.0,-75874806647.57722,0.0
1.3499999999999999,-1,-1,1,0.0,-29767.731519677272,0.0,-0.0002976773151967727,5.213542286884785e+23,0.0,6.571840079954563e+23,2.611142053892737e+22,521354228688.47845,0.0,1310490184754.075,26111420538.927376,0.0,0.0,1129006803536.629,0.0,0.0,0.0,0.0,0.0,521354228688.4776,0.0,262156744351.8485,26111420538.927334,0.0,0.0,-80673363134.40213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3285836.8275127527,5.459604337672547e-58,1130650935343.4421,7869143.346281599,0.0,0.0,0.0,0.0,55854605.58005694,9.280607382594887e-57,1127581082507.6611,234264.5178793453,0.0,0.0,0.0,0.0,521402021374.33203,45012376.128728904,262156766977.03635,26114961365.166203,0.0,0.0,0.0,0.0,0.0,0.0,616345163016834.0,0.0,0.0,0.0,1229.0534716721158,0.0,0.0,0.0,-1129006803536.629,0.0,0.0,0.0,1126967329887.9355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80673363134.40213,0.0,0.0,0.0,-78633888256.65576,0.0,-29767.731519676126,-2.524354896707238e-18,-0.0002976773151967612,-2.5243548967072378e-26,5.213542286884785e+23,0.0,6.571840086118023e+23,2.611142053892737e+22,521354228688.47845,0.0,1310490185983.1301,26111420538.927376,0.0,0.0,0.0,0.0,0.0,0.0,1126967329887.9355,0.0,521354228688.4776,0.0,262156744351.8485,26111420538.927334,0.0,0.0,0.0,0.0,0.0,0.0,-78633888256.65576,0.0
1.38,-1,-1,1,0.0,-29716.293218615745,0.0,-0.0002971629321861574,5.213542113332184e+23,0.0,6.555740035241215e+23,2.611142047876899e+22,521354211333.2184,0.0,1307279675929.4155,26111420478.768993,0.0,0.0,1128975713524.3953,0.0,0.0,0.0,0.0,0.0,521354211333.21716,0.0,262156741383.33234,26111420478.768948,0.0,0.0,-83852778978.31451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3269732.3122384716,5.432852823414545e-58,1130685098214.553,7868829.594192018,0.0,0.0,0.0,0.0,55870709.194253676,9.283282534192344e-57,1127546761441.198,234182.1872645987,0.0,0.0,0.0,0.0,521402021374.3323,45012376.12872889,262156766977.0366,26114961365.16626,0.0,0.0,0.0,0.0,0.0,0.0,334992669509623.25,0.0,0.0,0.0,668.0086551344721,0.0,0.0,0.0,-1128975713524.3953,0.0,0.0,0.0,1126906196956.2761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83852778978.31451,0.0,0.0,0.0,-81783261742.18799,0.0,-29716.293218614657,-2.524354896707238e-18,-0.00029716293218614654,-2.5243548967072378e-26,5.213542113332184e+23,0.0,6.555740038591134e+23,2.611142047876899e+22,521354211333.2184,0.0,1307279676597.4226,26111420478.768993,0.0,0.0,0.0,0.0,0.0,0.0,1126906196956.2761,0.0,521354211333.21716,0.0,262156741383.33234,26111420478.768948,0.0,0.0,0.0,0.0,0.0,0.0,-81783261742.18799,0.0
1.41,-1,-1,1,0.0,-29657.038092101873,0.0,-0.0002965703809210187,5.213541933714258e+23,0.0,6.537193335360075e+23,2.611142040624292e+22,521354193371.4258,0.0,1303581279763.637,26111420406.242924,0.0,0.0,1128934460335.8713,0.0,0.0,0.0,0.0,0.0,521354193371.42444,0.0,262156737623.60403,26111420406.242874,0.0,0.0,-87509918195.83998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3253742.3518134835,5.4062922390797575e-58,1130718899883.3364,7868537.432084595,0.0,0.0,0.0,0.0,55886698.25946065,9.285938592796285e-57,1127512799749.0461,234082.3642600523,0.0,0.0,0.0,0.0,521402021374.33203,45012376.128728904,262156766977.03665,26114961365.166264,0.0,0.0,0.0,0.0,0.0,0.0,96253200000705.73,0.0,0.0,0.0,191.93844085896853,0.0,0.0,0.0,-1128934460335.8713,0.0,0.0,0.0,1126841299283.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87509918195.83998,0.0,0.0,0.0,-85416756951.93587,0.0,-29657.038092100873,-5.048709793414476e-18,-0.00029657038092100867,-5.0487097934144756e-26,5.213541933714258e+23,0.0,6.5371933363226e+23,2.611142040624292e+22,521354193371.4258,0.0,1303581279955.5742,26111420406.242924,0.0,0.0,0.0,0.0,0.0,0.0,1126841299283.907,0.0,521354193371.42444,0.0,262156737623.60403,26111420406.242874,0.0,0.0,0.0,0.0,0.0,0.0,-85416756951.93587,0.0
1.44,-1,-1,1,0.0,-29588.10951656949,0.0,-0.0002958810951656949,5.213541746150753e+23,0.0,6.515618860036985e+23,2.6111420316941055e+22,521354174615.0753,0.0,1299279115102.2712,26111420316.94106,0.0,0.0,1128880432987.9001,0.0,0.0,0.0,0.0,0.0,521354174615.0742,0.0,262156732771.93408,26111420316.94101,0.0,0.0,-91758050657.56216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3237929.9051461336,5.38002711970817e-58,1130752053408.45,7868276.424724391,0.0,0.0,0.0,0.0,55902509.82030973,9.288565104901998e-57,1127479485886.3997,233958.77269701706,0.0,0.0,0.0,0.0,521402021374.33234,45012376.1287289,262156766977.03668,26114961365.166252,0.0,0.0,0.0,0.0,0.0,0.0,-91635940754468.44,0.0,0.0,0.0,-182.73116732668132,0.0,0.0,0.0,-1128880432987.9001,0.0,0.0,0.0,1126771944029.7263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91758050657.56216,0.0,0.0,0.0,-89649561882.11923,0.0,-29588.109516568406,-2.524354896707238e-18,-0.000295881095165684,-2.5243548967072378e-26,5.213541746150753e+23,0.0,6.515618859120637e+23,2.6111420316941055e+22,521354174615.0753,0.0,1299279114919.5422,26111420316.94106,0.0,0.0,0.0,0.0,0.0,0.0,1126771944029.7263,0.0,521354174615.0742,0.0,262156732771.93408,26111420316.94101,0.0,0.0,0.0,0.0,0.0,0.0,-89649561882.11923,0.0
1.47,-1,-1,1,0.0,-29507.397350846604,0.0,-0.00029507397350846603,5.213541547917149e+23,0.0,6.490356138712921e+23,2.611142020511169e+22,521354154791.7149,0.0,1294241477555.9248,26111420205.111694,0.0,0.0,1128810630245.2603,0.0,0.0,0.0,0.0,0.0,521354154791.7135,0.0,262156726421.67734,26111420205.111645,0.0,0.0,-96725879111.01572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3222368.593580678,5.3541796508598886e-58,1130784198240.8555,7868058.757866642,0.0,0.0,0.0,0.0,55918070.25960299,9.291149851952687e-57,1127447182396.3206,233803.35615443878,0.0,0.0,0.0,0.0,521402021374.3319,45012376.12872888,262156766977.03622,26114961365.166218,0.0,0.0,0.0,0.0,0.0,0.0,-225196023145170.3,0.0,0.0,0.0,-449.0632370644016,0.0,0.0,0.0,-1128810630245.2603,0.0,0.0,0.0,1126697378151.7363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96725879111.01572,0.0,0.0,0.0,-94612627466.55563,0.0,-29507.39735084545,-5.048709793414476e-18,-0.0002950739735084545,-5.0487097934144756e-26,5.213541547917149e+23,0.0,6.490356136460952e+23,2.611142020511169e+22,521354154791.7149,0.0,1294241477106.8596,26111420205.111694,0.0,0.0,0.0,0.0,0.0,0.0,1126697378151.7363,0.0,521354154791.7135,0.0,262156726421.67734,26111420205.111645,0.0,0.0,0.0,0.0,0.0,0.0,-94612627466.55563,0.0
1.5,-1,-1,1,0.0,-29412.76329929177,0.0,-0.00029412763299291767,5.2135413353472895e+23,0.0,6.460735889028897e+23,2.6111420063628204e+22,521354133534.72894,0.0,1288334905574.7715,26111420063.62821,0.0,0.0,1128721971901.6785,0.0,0.0,0.0,0.0,0.0,521354133534.7277,0.0,262156718061.1563,26111420063.628174,0.0,0.0,-102543784388.06349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207130.2523862887,5.3288689915664154e-58,1130814929291.6963,7867898.736452373,0.0,0.0,0.0,0.0,55933307.746127054,9.293680918044484e-57,1127416296721.997,233606.44343058494,0.0,0.0,0.0,0.0,521402021374.33215,45012376.1287289,262156766977.03662,26114961365.1663,0.0,0.0,0.0,0.0,0.0,0.0,-308742074172651.5,0.0,0.0,0.0,-615.6623607716756,0.0,0.0,0.0,-1128721971901.6785,0.0,0.0,0.0,1126616878287.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102543784388.06349,0.0,0.0,0.0,-100438691389.8804,0.0,-29412.763299290877,-5.048709793414476e-18,-0.0002941276329929087,-5.0487097934144756e-26,5.2135413353472895e+23,0.0,6.46073588594147e+23,2.6111420063628204e+22,521354133534.72894,0.0,1288334904959.1084,26111420063.62821,0.0,0.0,0.0,0.0,0.0,0.0,1126616878287.8333,0.0,521354133534.7277,0.0,262156718061.1563,26111420063.628174,0.0,0.0,0.0,0.0,0.0,0.0,-100438691389.8804,0.0
1.53,-1,-1,1,0.0,-29302.322606980877,0.0,-0.0002930232260698087,5.213541103929565e+23,0.0,6.42616818706345e+23,2.611141988404232e+22,521354110392.9565,0.0,1281441762469.6316,26111419884.042328,0.0,0.0,1128611704813.0588,0.0,0.0,0.0,0.0,0.0,521354110392.95514,0.0,262156707097.9752,26111419884.042282,0.0,0.0,-109326649441.40457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3192266.0846143714,5.30417999497291e-58,1130843850562.552,7867811.6598552605,0.0,0.0,0.0,0.0,55948171.07973736,9.296149817862268e-57,1127387227305.9912,233357.2551049633,0.0,0.0,0.0,0.0,521402021374.3323,45012376.12872891,262156766977.0368,26114961365.166294,0.0,0.0,0.0,0.0,0.0,0.0,-353180875016887.9,0.0,0.0,0.0,-704.2777434043819,0.0,0.0,0.0,-1128611704813.0588,0.0,0.0,0.0,1126529845836.4238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109326649441.40457,0.0,0.0,0.0,-107244791169.0462,0.0,-29302.322606979855,-5.048709793414476e-18,-0.0002930232260697985,-5.0487097934144756e-26,5.213541103929565e+23,0.0,6.426168183531632e+23,2.611141988404232e+22,521354110392.9565,0.0,1281441761765.352,26111419884.042328,0.0,0.0,0.0,0.0,0.0,0.0,1126529845836.4238,0.0,521354110392.95514,0.0,262156707097.9752,26111419884.042282,0.0,0.0,0.0,0.0,0.0,0.0,-107244791169.0462,0.0
1.56,-1,-1,1,0.0,-29174.60123148557,0.0,-0.00029174601231485563,5.2135408485289526e+23,0.0,6.386191661797825e+23,2.6111419656313307e+22,521354084852.89526,0.0,1273470046276.9365,26111419656.313313,0.0,0.0,1128477649801.7063,0.0,0.0,0.0,0.0,0.0,521354084852.8939,0.0,262156692890.9088,26111419656.31326,0.0,0.0,-117164296415.67886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177789.7386583253,5.280135139588233e-58,1130870625851.7747,7867812.794385324,0.0,0.0,0.0,0.0,55962646.61284327,9.298554303555047e-57,1127360312594.0918,233044.34731417368,0.0,0.0,0.0,0.0,521402021374.3324,45012376.12872891,262156766977.03705,26114961365.166325,0.0,0.0,0.0,0.0,0.0,0.0,-371262780468450.3,0.0,0.0,0.0,-740.3348588052904,0.0,0.0,0.0,-1128477649801.7063,0.0,0.0,0.0,1126435839267.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117164296415.67886,0.0,0.0,0.0,-115122486621.70816,0.0,-29174.601231484423,-5.048709793414476e-18,-0.0002917460123148442,-5.0487097934144756e-26,5.2135408485289526e+23,0.0,6.386191658085188e+23,2.6111419656313307e+22,521354084852.89526,0.0,1273470045536.5999,26111419656.313313,0.0,0.0,0.0,0.0,0.0,0.0,1126435839267.4,0.0,521354084852.8939,0.0,262156692890.9088,26111419656.31326,0.0,0.0,0.0,0.0,0.0,0.0,-115122486621.70816,0.0
1.5899999999999999,-1,-1,1,0.0,-29028.43618987614,0.0,-0.00029028436189876137,5.213540563514161e+23,0.0,6.340442303754065e+23,2.611141936753107e+22,521354056351.41614,0.0,1264347169891.3684,26111419367.531075,0.0,0.0,1128318092010.0466,0.0,0.0,0.0,0.0,0.0,521354056351.4147,0.0,262156674759.9039,26111419367.531036,0.0,0.0,-126127596878.58241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3163670.098108744,5.25668258587355e-58,1130894994487.5117,7867917.359791045,0.0,0.0,0.0,0.0,55976765.46014273,9.300899559077024e-57,1127335815172.2346,232655.44373138135,0.0,0.0,0.0,0.0,521402021374.33215,45012376.1287289,262156766977.03693,26114961365.166275,0.0,0.0,0.0,0.0,0.0,0.0,-373191913468407.6,0.0,0.0,0.0,-744.1817416124977,0.0,0.0,0.0,-1128318092010.0466,0.0,0.0,0.0,1126334505863.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126127596878.58241,0.0,0.0,0.0,-124144011476.41855,0.0,-29028.43618987527,-5.048709793414476e-18,-0.00029028436189875264,-5.0487097934144756e-26,5.213540563514161e+23,0.0,6.340442300022133e+23,2.611141936753107e+22,521354056351.41614,0.0,1264347169147.1843,26111419367.531075,0.0,0.0,0.0,0.0,0.0,0.0,1126334505863.701,0.0,521354056351.4147,0.0,262156674759.9039,26111419367.531036,0.0,0.0,0.0,0.0,0.0,0.0,-124144011476.41855,0.0
1.6199999999999999,-1,-1,1,0.0,-28862.644464220866,0.0,-0.00028862644464220863,5.21354024257451e+23,0.0,6.288549832870342e+23,2.611141899868339e+22,521354024257.451,0.0,1253999295790.9043,26111418998.683395,0.0,0.0,1128131338256.9128,0.0,0.0,0.0,0.0,0.0,521354024257.44965,0.0,262156651952.8935,26111418998.68334,0.0,0.0,-136288694418.90094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3149833.2326704743,5.2336994278850444e-58,1130916743615.585,7868141.919279739,0.0,0.0,0.0,0.0,55990601.54780666,9.303197875023363e-57,1127313949579.333,232176.36214546984,0.0,0.0,0.0,0.0,521402021374.33234,45012376.12872891,262156766977.03656,26114961365.166237,0.0,0.0,0.0,0.0,0.0,0.0,-365261540062459.6,0.0,0.0,0.0,-728.367789380718,0.0,0.0,0.0,-1128131338256.9128,0.0,0.0,0.0,1126225434746.6243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136288694418.90094,0.0,0.0,0.0,-134382791636.98149,0.0,-28862.644464219742,-5.048709793414476e-18,-0.00028862644464219735,-5.0487097934144756e-26,5.21354024257451e+23,0.0,6.28854982921773e+23,2.611141899868339e+22,521354024257.451,0.0,1253999295062.537,26111418998.683395,0.0,0.0,0.0,0.0,0.0,0.0,1126225434746.6243,0.0,521354024257.44965,0.0,262156651952.8935,26111418998.68334,0.0,0.0,0.0,0.0,0.0,0.0,-134382791636.98149,0.0
1.65,-1,-1,1,0.0,-28675.558242284544,0.0,-0.0002867555824228454,5.213539878106182e+23,0.0,6.229992229682481e+23,2.6111418517584727e+22,521353987810.6182,0.0,1242322328109.5867,26111418517.584732,0.0,0.0,1127915077147.445,0.0,0.0,0.0,0.0,0.0,521353987810.61707,0.0,262156623560.965,26111418517.584694,0.0,0.0,-147749372598.8256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136166.1650223006,5.2109979420361646e-58,1130935650367.414,7868507.065815403,0.0,0.0,0.0,0.0,56004267.8468262,9.305468023753935e-57,1127294940420.5618,231588.98824097487,0.0,0.0,0.0,0.0,521402021374.33215,45012376.1287289,262156766977.0365,26114961365.166203,0.0,0.0,0.0,0.0,0.0,0.0,-350577897632095.06,0.0,0.0,0.0,-699.0871479662601,0.0,0.0,0.0,-1127915077147.445,0.0,0.0,0.0,1126107969476.8276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147749372598.8256,0.0,0.0,0.0,-145942265627.29483,0.0,-28675.55824228364,-2.524354896707238e-18,-0.0002867555824228364,-2.5243548967072378e-26,5.213539878106182e+23,0.0,6.229992226176699e+23,2.6111418517584727e+22,521353987810.6182,0.0,1242322327410.499,26111418517.584732,0.0,0.0,0.0,0.0,0.0,0.0,1126107969476.8276,0.0,521353987810.61707,0.0,262156623560.965,26111418517.584694,0.0,0.0,0.0,0.0,0.0,0.0,-145942265627.29483,0.0
1.68,-1,-1,1,0.0,-28464.452678449787,0.0,-0.0002846445267844978,5.21353946004174e+23,0.0,6.16391662577191e+23,2.611141786330114e+22,521353946004.174,0.0,1229146196413.896,26111417863.301144,0.0,0.0,1127665586815.4312,0.0,0.0,0.0,0.0,0.0,521353946004.1728,0.0,262156588367.90213,26111417863.30109,0.0,0.0,-160675978769.4393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3122514.8064940735,5.1883221409604436e-58,1130951406180.555,7869041.412803416,0.0,0.0,0.0,0.0,56017918.43721432,9.307735604007032e-57,1127279098447.5618,230868.14617449202,0.0,0.0,0.0,0.0,521402021374.33234,45012376.128728904,262156766977.03668,26114961365.16625,0.0,0.0,0.0,0.0,0.0,0.0,-330199867504362.1,0.0,0.0,0.0,-658.4513319054386,0.0,0.0,0.0,-1127665586815.4312,0.0,0.0,0.0,1125980981813.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160675978769.4393,0.0,0.0,0.0,-158991374426.35376,0.0,-28464.452678448695,-7.573064690121715e-18,-0.00028464452678448693,-7.573064690121713e-26,5.21353946004174e+23,0.0,6.163916622469906e+23,2.611141786330114e+22,521353946004.174,0.0,1229146195755.4436,26111417863.301144,0.0,0.0,0.0,0.0,0.0,0.0,1125980981813.894,0.0,521353946004.1728,0.0,262156588367.90213,26111417863.30109,0.0,0.0,0.0,0.0,0.0,0.0,-158991374426.35376,0.0
